Fecha;Tipo de Empleado;Departamento;Razon de Salida;Estado de Dedicacion;Nivel de Educacion;Ubicacion;Nivel de Antiguedad;Edad;Años en la Empresa;Salario Anual (USD);Horas Trabajadas por Semana;Tasa de Rotacion (%);Evaluacion de Desempeño (0-5);Tiempo de Capacitacion (horas)
21/11/2024;UI/UX Designer;Marketing;Renuncia;Bajo;Doctorado;Remoto;Semi Senior;63;4;34766;36;9,6695;;
19/6/2024;Desarrollador;Consultoria;Jubilacion;Promedio;Tecnico;Remoto;Director;65;9;101578;41;5,2657;;
8/5/2024;UI/UX Designer;Operaciones;Jubilacion;Alto;Master;Oficina Principal;Semi Senior;65;1;84196;40;7,0685;;
24/6/2024;Analista de Datos;Consultoria;Falta de Oportunidades;Alto;Otros;Remoto;Lider;59;9;77744;46;4,1433;;
15/6/2024;Gerente de Proyecto;Ventas;Renuncia;Bajo;Licenciatura;Sucursal 1;Senior;29;7;87777;48;3,8483;;
26/1/2024;Tester;Consultoria;Despido;Bajo;Doctorado;Remoto;Lider;39;5;90978;37;6,4444;;
4/10/2024;Product Owner;Ventas;Falta de Oportunidades;Promedio;Doctorado;Remoto;Lider;49;5;65155;43;2,5396;;
21/1/2024;UI/UX Designer;Consultoria;Condiciones Laborales;Promedio;Otros;Oficina Principal;Senior;59;10;95048;39;9,7955;;
19/6/2024;UI/UX Designer;Ventas;Despido;Promedio;Licenciatura;Sucursal 1;Lider;56;8;104045;41;5,1948;;
13/4/2024;Ingeniero de Software;Soporte;Condiciones Laborales;Alto;Otros;Oficina Principal;Semi Senior;58;5;26764;45;6,2048;;
13/3/2024;Desarrollador;Soporte;Cambio de Sector;Bajo;Doctorado;Remoto;Semi Senior;57;8;65847;42;1,2582;;
16/2/2024;UI/UX Designer;Consultoria;Renuncia;Alto;Licenciatura;Sucursal 1;Director;52;2;57368;47;9,8290;;
30/12/2024;UI/UX Designer;Soporte;Jubilacion;Promedio;Licenciatura;Remoto;Lider;65;2;31785;41;8,7849;;
25/2/2024;Desarrollador;Desarrollo;Condiciones Laborales;Bajo;Otros;Sucursal 1;Director;51;3;100968;47;7,9174;;
5/10/2024;Tester;Soporte;Condiciones Laborales;Bajo;Doctorado;Remoto;Lider;36;5;76916;37;6,9922;;
6/3/2024;Analista de Datos;Consultoria;Despido;Bajo;Licenciatura;Oficina Principal;Junior;43;8;72584;45;4,6370;;
15/2/2024;Tester;Consultoria;Renuncia;Promedio;Tecnico;Sucursal 1;Senior;46;7;118296;38;1,0414;;
23/3/2024;Analista de Datos;Recursos Humanos;Jubilacion;Alto;Otros;Oficina Principal;Junior;65;5;65833;47;5,4838;;
25/5/2024;Product Owner;Operaciones;Renuncia;Alto;Master;Remoto;Lider;44;5;48199;35;4,6144;;
10/4/2024;Analista de Datos;Marketing;Renuncia;Promedio;Otros;Remoto;Lider;49;5;25668;36;9,2316;;
8/9/2024;Ingeniero de Software;Soporte;Jubilacion;Alto;Tecnico;Remoto;Senior;65;5;89521;42;1,3822;;
25/2/2024;Desarrollador;Recursos Humanos;Jubilacion;Alto;Master;Remoto;Senior;65;3;31962;48;9,7881;;
22/4/2024;Analista de Datos;Marketing;Jubilacion;Promedio;Master;Remoto;Semi Senior;65;3;23870;39;7,3921;;
20/11/2024;Ingeniero de Software;Operaciones;Jubilacion;Alto;Tecnico;Remoto;Director;65;8;69285;41;6,7398;;
20/12/2024;UI/UX Designer;Recursos Humanos;Falta de Oportunidades;Bajo;Master;Remoto;Senior;60;4;75741;43;7,9360;;
28/12/2024;Desarrollador;Recursos Humanos;Renuncia;Bajo;Licenciatura;Remoto;Lider;50;8;44510;40;5,6010;;
21/6/2024;Gerente de Proyecto;Desarrollo;Falta de Oportunidades;Bajo;Doctorado;Remoto;Semi Senior;33;2;96781;37;2,8552;;
4/10/2024;UI/UX Designer;Consultoria;Renuncia;Alto;Master;Oficina Principal;Senior;41;3;116430;42;8,8361;;
31/8/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Director;34;9;106063;42;2,0727;;
12/9/2024;Product Owner;Soporte;Cambio de Sector;Alto;Tecnico;Remoto;Director;65;6;81420;48;2,2042;;
27/2/2024;Desarrollador;Soporte;Despido;Bajo;Licenciatura;Oficina Principal;Senior;40;1;106755;46;9,3724;;
3/4/2024;Ingeniero de Software;Ventas;Cambio de Sector;Bajo;Tecnico;Remoto;Director;33;2;90826;36;1,6290;;
25/8/2024;Gerente de Proyecto;Ventas;Cambio de Sector;Promedio;Licenciatura;Oficina Principal;Lider;54;9;116753;41;2,0839;;
15/10/2024;UI/UX Designer;Desarrollo;Falta de Oportunidades;Bajo;Master;Oficina Principal;Junior;34;7;47564;40;3,6106;;
7/7/2024;Product Owner;Desarrollo;Despido;Bajo;Tecnico;Sucursal 1;Director;60;2;56754;36;8,9274;;
3/7/2024;Product Owner;Soporte;Cambio de Sector;Promedio;Doctorado;Oficina Principal;Lider;58;4;25610;40;5,1668;;
31/7/2024;Product Owner;Operaciones;Renuncia;Alto;Master;Sucursal 1;Director;55;4;49724;39;7,1406;;
6/8/2024;Analista de Datos;Recursos Humanos;Despido;Promedio;Otros;Oficina Principal;Director;27;6;43021;42;4,0866;;
2/1/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Alto;Licenciatura;Remoto;Senior;35;10;50903;39;9,5453;;
24/9/2024;UI/UX Designer;Soporte;Renuncia;Promedio;Licenciatura;Remoto;Lider;33;9;95603;47;8,4357;;
12/12/2024;Analista de Datos;Ventas;Cambio de Sector;Alto;Otros;Sucursal 1;Lider;29;3;72153;43;1,2510;;
8/1/2024;Product Owner;Desarrollo;Cambio de Sector;Bajo;Doctorado;Oficina Principal;Senior;53;4;62755;36;3,0312;;
30/10/2024;Gerente de Proyecto;Operaciones;Condiciones Laborales;Alto;Master;Sucursal 1;Director;47;5;74688;47;6,9536;;
10/3/2024;Ingeniero de Software;Soporte;Despido;Promedio;Otros;Remoto;Director;42;6;55599;43;9,7045;;
29/10/2024;Gerente de Proyecto;Operaciones;Condiciones Laborales;Alto;Otros;Remoto;Director;43;7;93834;44;9,7482;;
23/2/2024;UI/UX Designer;Operaciones;Falta de Oportunidades;Bajo;Licenciatura;Oficina Principal;Lider;27;10;96749;42;8,1505;;
4/2/2024;Gerente de Proyecto;Marketing;Condiciones Laborales;Alto;Otros;Oficina Principal;Semi Senior;27;9;24138;38;4,9495;;
20/10/2024;UI/UX Designer;Ventas;Cambio de Sector;Promedio;Otros;Oficina Principal;Senior;42;10;81810;46;5,9466;;
7/4/2024;Product Owner;Soporte;Condiciones Laborales;Bajo;Licenciatura;Remoto;Semi Senior;63;1;93900;37;2,8203;;
25/2/2024;Analista de Datos;Consultoria;Despido;Promedio;Tecnico;Remoto;Senior;64;10;38794;44;3,6710;;
29/2/2024;Ingeniero de Software;Desarrollo;Condiciones Laborales;Promedio;Master;Oficina Principal;Junior;36;10;17214;35;5,8200;;
11/6/2024;Gerente de Proyecto;Desarrollo;Renuncia;Promedio;Tecnico;Sucursal 1;Semi Senior;48;7;32475;37;9,8378;;
11/8/2024;Product Owner;Soporte;Falta de Oportunidades;Promedio;Otros;Oficina Principal;Lider;24;2;91599;44;7,8027;;
14/10/2024;Gerente de Proyecto;Marketing;Cambio de Sector;Alto;Doctorado;Remoto;Semi Senior;27;4;92228;36;7,1328;;
24/12/2024;Desarrollador;Recursos Humanos;Cambio de Sector;Alto;Doctorado;Oficina Principal;Senior;35;1;54141;45;5,7762;;
7/1/2024;Product Owner;Recursos Humanos;Falta de Oportunidades;Promedio;Master;Remoto;Junior;30;4;112857;47;2,9454;;
1/10/2024;Product Owner;Consultoria;Renuncia;Bajo;Tecnico;Sucursal 1;Semi Senior;54;2;32418;42;3,8760;;
10/3/2024;Analista de Datos;Desarrollo;Jubilacion;Bajo;Doctorado;Sucursal 1;Semi Senior;65;5;29342;48;6,1827;;
9/6/2024;Gerente de Proyecto;Soporte;Cambio de Sector;Alto;Tecnico;Sucursal 1;Director;26;5;66353;35;8,1254;;
3/11/2024;Analista de Datos;Recursos Humanos;Falta de Oportunidades;Promedio;Licenciatura;Sucursal 1;Lider;47;7;29394;37;9,8306;;
28/11/2024;Ingeniero de Software;Recursos Humanos;Jubilacion;Alto;Licenciatura;Remoto;Lider;65;8;98691;39;3,1613;;
21/7/2024;Product Owner;Recursos Humanos;Condiciones Laborales;Promedio;Otros;Sucursal 1;Semi Senior;46;5;78360;37;7,3743;;
21/5/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Bajo;Tecnico;Sucursal 1;Director;65;5;119131;42;4,1309;;
17/12/2024;UI/UX Designer;Operaciones;Condiciones Laborales;Alto;Master;Remoto;Senior;53;2;87524;42;6,7594;;
2/8/2024;Analista de Datos;Soporte;Jubilacion;Alto;Tecnico;Remoto;Junior;65;7;58153;41;9,5392;;
15/8/2024;Tester;Marketing;Jubilacion;Alto;Licenciatura;Sucursal 1;Lider;65;10;95300;42;7,6876;;
4/2/2024;Desarrollador;Marketing;Cambio de Sector;Promedio;Licenciatura;Sucursal 1;Junior;56;5;104883;46;2,3373;;
24/8/2024;Tester;Recursos Humanos;Jubilacion;Promedio;Otros;Remoto;Director;65;7;42804;41;6,4518;;
6/11/2024;Tester;Operaciones;Jubilacion;Alto;Master;Oficina Principal;Lider;65;5;96068;45;8,6579;;
9/2/2024;Gerente de Proyecto;Operaciones;Renuncia;Promedio;Licenciatura;Remoto;Semi Senior;45;10;81060;35;2,9712;;
12/11/2024;Desarrollador;Marketing;Falta de Oportunidades;Promedio;Tecnico;Remoto;Lider;54;3;83746;40;6,3480;;
14/1/2024;Product Owner;Marketing;Cambio de Sector;Alto;Doctorado;Oficina Principal;Director;35;6;87530;38;3,7720;;
18/3/2024;UI/UX Designer;Operaciones;Despido;Promedio;Otros;Sucursal 1;Lider;47;1;97092;40;9,0081;;
28/2/2024;UI/UX Designer;Marketing;Cambio de Sector;Promedio;Licenciatura;Remoto;Senior;33;7;63841;39;6,2157;;
8/7/2024;Desarrollador;Desarrollo;Cambio de Sector;Alto;Tecnico;Sucursal 1;Junior;30;10;99579;45;8,1162;;
30/12/2024;Desarrollador;Operaciones;Jubilacion;Promedio;Tecnico;Remoto;Director;65;1;35185;40;6,7333;;
2/4/2024;Analista de Datos;Recursos Humanos;Falta de Oportunidades;Bajo;Licenciatura;Remoto;Lider;51;5;19145;38;3,5450;;
5/10/2024;Analista de Datos;Recursos Humanos;Cambio de Sector;Promedio;Licenciatura;Sucursal 1;Director;39;4;22168;48;2,5559;;
18/11/2024;Gerente de Proyecto;Soporte;Cambio de Sector;Bajo;Otros;Oficina Principal;Lider;54;2;76868;35;9,3366;;
26/12/2024;Analista de Datos;Soporte;Condiciones Laborales;Bajo;Doctorado;Remoto;Lider;41;3;66390;35;9,0531;;
23/9/2024;Tester;Desarrollo;Cambio de Sector;Bajo;Doctorado;Remoto;Junior;61;3;44408;48;9,7425;;
25/11/2024;Gerente de Proyecto;Ventas;Despido;Bajo;Licenciatura;Oficina Principal;Semi Senior;29;8;27566;44;7,3830;;
22/3/2024;UI/UX Designer;Ventas;Renuncia;Alto;Otros;Sucursal 1;Junior;51;9;107674;44;4,5001;;
24/5/2024;Gerente de Proyecto;Marketing;Despido;Alto;Otros;Sucursal 1;Lider;24;8;32691;36;1,7661;;
2/3/2024;Gerente de Proyecto;Desarrollo;Renuncia;Promedio;Doctorado;Remoto;Director;27;2;60165;36;1,3787;;
22/10/2024;Analista de Datos;Soporte;Falta de Oportunidades;Alto;Doctorado;Sucursal 1;Senior;61;1;32222;42;9,8861;;
10/7/2024;UI/UX Designer;Operaciones;Cambio de Sector;Bajo;Doctorado;Sucursal 1;Lider;57;2;49555;36;3,2258;;
18/5/2024;Product Owner;Operaciones;Condiciones Laborales;Alto;Master;Oficina Principal;Director;26;9;115013;35;7,9869;;
8/3/2024;Analista de Datos;Desarrollo;Falta de Oportunidades;Alto;Licenciatura;Sucursal 1;Senior;35;3;21508;37;1,5492;;
24/4/2024;Ingeniero de Software;Ventas;Jubilacion;Alto;Otros;Remoto;Lider;65;9;55470;43;5,4059;;
10/11/2024;Product Owner;Marketing;Falta de Oportunidades;Promedio;Otros;Oficina Principal;Junior;55;1;58252;48;2,4473;;
23/6/2024;Analista de Datos;Recursos Humanos;Cambio de Sector;Bajo;Otros;Sucursal 1;Director;34;10;51644;43;4,5120;;
26/1/2024;Gerente de Proyecto;Soporte;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Junior;31;9;118424;43;9,1625;;
30/8/2024;UI/UX Designer;Consultoria;Despido;Bajo;Licenciatura;Oficina Principal;Lider;55;10;68520;35;2,1753;;
4/7/2024;Tester;Operaciones;Despido;Bajo;Doctorado;Sucursal 1;Director;42;8;37664;38;4,2030;;
26/1/2024;Product Owner;Ventas;Cambio de Sector;Bajo;Licenciatura;Sucursal 1;Senior;60;10;63671;40;7,9873;;
9/6/2024;Tester;Operaciones;Jubilacion;Bajo;Tecnico;Remoto;Lider;65;6;42872;48;8,8283;;
5/7/2024;Desarrollador;Operaciones;Jubilacion;Alto;Tecnico;Sucursal 1;Lider;65;4;65039;40;1,9136;;
18/6/2024;Desarrollador;Marketing;Jubilacion;Alto;Master;Oficina Principal;Junior;65;8;111289;39;3,7874;;
14/5/2024;Product Owner;Soporte;Renuncia;Alto;Tecnico;Sucursal 1;Junior;29;2;105739;47;5,6871;;
12/4/2024;Desarrollador;Soporte;Jubilacion;Alto;Tecnico;Oficina Principal;Semi Senior;65;5;84618;43;1,8776;;
10/11/2024;Analista de Datos;Marketing;Condiciones Laborales;Bajo;Licenciatura;Oficina Principal;Semi Senior;51;7;90471;46;6,4415;;
13/9/2024;Ingeniero de Software;Consultoria;Falta de Oportunidades;Promedio;Otros;Oficina Principal;Junior;39;9;24037;36;3,9750;;
27/7/2024;Analista de Datos;Ventas;Despido;Alto;Otros;Oficina Principal;Semi Senior;43;5;108139;48;2,6217;;
31/3/2024;UI/UX Designer;Ventas;Despido;Bajo;Otros;Oficina Principal;Junior;24;4;71379;44;1,2841;;
5/8/2024;Analista de Datos;Operaciones;Condiciones Laborales;Alto;Otros;Remoto;Senior;65;9;89586;43;1,2703;;
31/12/2024;Gerente de Proyecto;Ventas;Despido;Bajo;Licenciatura;Remoto;Director;48;5;74609;43;6,4819;;
6/4/2024;Gerente de Proyecto;Consultoria;Despido;Bajo;Tecnico;Oficina Principal;Director;32;5;107008;40;4,7241;;
27/6/2024;Tester;Soporte;Despido;Alto;Master;Sucursal 1;Lider;42;1;32601;43;7,3736;;
21/2/2024;Tester;Consultoria;Despido;Promedio;Doctorado;Remoto;Senior;37;2;55758;37;2,7853;;
7/5/2024;Ingeniero de Software;Consultoria;Despido;Bajo;Tecnico;Oficina Principal;Senior;24;6;109268;37;2,5776;;
25/3/2024;UI/UX Designer;Operaciones;Falta de Oportunidades;Bajo;Otros;Remoto;Lider;60;8;118127;40;3,8461;;
24/12/2024;UI/UX Designer;Operaciones;Despido;Promedio;Licenciatura;Remoto;Lider;24;1;69881;35;8,6882;;
15/12/2024;Desarrollador;Desarrollo;Jubilacion;Alto;Tecnico;Oficina Principal;Director;65;7;64850;39;2,2892;;
24/2/2024;Tester;Soporte;Falta de Oportunidades;Bajo;Tecnico;Oficina Principal;Director;40;3;86257;43;6,1473;;
11/8/2024;UI/UX Designer;Consultoria;Jubilacion;Promedio;Licenciatura;Oficina Principal;Lider;65;5;109238;44;9,7268;;
24/3/2024;Desarrollador;Soporte;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Semi Senior;45;4;34790;47;7,5881;;
5/4/2024;Desarrollador;Desarrollo;Renuncia;Bajo;Master;Oficina Principal;Lider;29;2;74331;36;4,6780;;
1/3/2024;UI/UX Designer;Recursos Humanos;Condiciones Laborales;Bajo;Licenciatura;Remoto;Lider;33;1;66135;44;9,9022;;
30/12/2024;Ingeniero de Software;Operaciones;Renuncia;Promedio;Licenciatura;Sucursal 1;Senior;41;2;70308;47;2,1266;;
20/5/2024;Tester;Marketing;Jubilacion;Promedio;Tecnico;Oficina Principal;Lider;65;8;77916;35;3,2346;;
5/1/2024;Product Owner;Desarrollo;Despido;Bajo;Master;Sucursal 1;Semi Senior;64;1;95377;47;5,1492;;
9/8/2024;Product Owner;Consultoria;Jubilacion;Alto;Master;Remoto;Senior;65;8;57615;43;2,4643;;
10/11/2024;Tester;Ventas;Jubilacion;Promedio;Doctorado;Sucursal 1;Senior;65;8;64528;43;2,8708;;
3/7/2024;UI/UX Designer;Marketing;Cambio de Sector;Alto;Doctorado;Remoto;Director;55;9;38722;48;4,2885;;
18/1/2024;Product Owner;Operaciones;Despido;Bajo;Doctorado;Remoto;Semi Senior;59;5;114022;40;5,5834;;
29/2/2024;Gerente de Proyecto;Operaciones;Despido;Promedio;Master;Remoto;Lider;50;4;55993;43;7,3639;;
28/3/2024;Tester;Operaciones;Falta de Oportunidades;Bajo;Doctorado;Oficina Principal;Director;52;2;94976;37;6,6828;;
13/4/2024;Product Owner;Desarrollo;Despido;Bajo;Doctorado;Remoto;Semi Senior;44;4;36826;45;2,6435;;
13/4/2024;Gerente de Proyecto;Ventas;Jubilacion;Promedio;Otros;Oficina Principal;Senior;65;6;83805;36;5,4099;;
2/9/2024;Product Owner;Soporte;Falta de Oportunidades;Bajo;Doctorado;Oficina Principal;Junior;57;9;86797;36;9,9459;;
19/2/2024;Gerente de Proyecto;Operaciones;Condiciones Laborales;Bajo;Licenciatura;Remoto;Lider;55;9;91077;42;8,6732;;
5/8/2024;Ingeniero de Software;Desarrollo;Cambio de Sector;Bajo;Doctorado;Remoto;Lider;38;9;81952;36;1,9203;;
24/3/2024;UI/UX Designer;Desarrollo;Jubilacion;Promedio;Licenciatura;Oficina Principal;Junior;65;3;52003;39;1,1003;;
3/1/2024;UI/UX Designer;Recursos Humanos;Jubilacion;Promedio;Doctorado;Sucursal 1;Director;65;8;65300;38;8,2390;;
25/6/2024;UI/UX Designer;Ventas;Condiciones Laborales;Alto;Tecnico;Remoto;Lider;53;2;111474;36;2,9445;;
2/9/2024;UI/UX Designer;Soporte;Falta de Oportunidades;Bajo;Doctorado;Oficina Principal;Director;25;9;70264;35;1,1556;;
6/5/2024;Desarrollador;Marketing;Despido;Bajo;Licenciatura;Sucursal 1;Senior;64;9;35633;37;4,8171;;
17/4/2024;Product Owner;Operaciones;Renuncia;Promedio;Otros;Remoto;Senior;40;4;26883;45;1,4054;;
22/12/2024;UI/UX Designer;Ventas;Renuncia;Alto;Master;Oficina Principal;Semi Senior;46;8;88167;45;7,7381;;
24/1/2024;Product Owner;Ventas;Falta de Oportunidades;Bajo;Master;Oficina Principal;Semi Senior;32;2;99359;39;7,8676;;
23/1/2024;Analista de Datos;Soporte;Renuncia;Bajo;Master;Remoto;Lider;65;8;31028;35;8,3459;;
27/5/2024;Ingeniero de Software;Desarrollo;Renuncia;Promedio;Licenciatura;Remoto;Lider;29;5;18282;39;5,7605;;
29/3/2024;Product Owner;Operaciones;Condiciones Laborales;Bajo;Otros;Oficina Principal;Senior;25;9;111895;44;8,8210;;
12/11/2024;Tester;Recursos Humanos;Condiciones Laborales;Alto;Tecnico;Remoto;Director;50;6;72878;45;2,1508;;
25/3/2024;Ingeniero de Software;Soporte;Renuncia;Promedio;Master;Sucursal 1;Senior;24;6;64508;36;5,4397;;
23/11/2024;Tester;Consultoria;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Semi Senior;52;2;48938;39;9,0664;;
24/7/2024;Analista de Datos;Soporte;Cambio de Sector;Alto;Tecnico;Sucursal 1;Semi Senior;51;5;34933;38;9,5953;;
19/8/2024;Ingeniero de Software;Soporte;Cambio de Sector;Promedio;Otros;Oficina Principal;Semi Senior;58;8;64327;38;5,1621;;
14/7/2024;Gerente de Proyecto;Operaciones;Renuncia;Promedio;Otros;Oficina Principal;Junior;56;4;47580;44;9,1044;;
5/2/2024;Ingeniero de Software;Marketing;Cambio de Sector;Promedio;Tecnico;Oficina Principal;Semi Senior;31;10;54696;38;1,1875;;
26/9/2024;Product Owner;Soporte;Condiciones Laborales;Alto;Master;Sucursal 1;Semi Senior;54;7;30840;47;3,3170;;
17/7/2024;Ingeniero de Software;Ventas;Cambio de Sector;Bajo;Otros;Sucursal 1;Lider;31;1;67644;43;6,9282;;
4/3/2024;Analista de Datos;Recursos Humanos;Despido;Bajo;Tecnico;Oficina Principal;Senior;43;3;37624;38;6,2415;;
4/6/2024;Tester;Desarrollo;Renuncia;Bajo;Doctorado;Oficina Principal;Junior;55;4;96166;43;2,6516;;
15/1/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Bajo;Otros;Remoto;Lider;65;7;39025;48;7,2956;;
8/2/2024;Gerente de Proyecto;Soporte;Despido;Bajo;Tecnico;Remoto;Semi Senior;29;3;42281;43;7,1421;;
2/12/2024;Ingeniero de Software;Recursos Humanos;Renuncia;Promedio;Tecnico;Oficina Principal;Senior;61;1;89221;38;7,4122;;
23/5/2024;UI/UX Designer;Ventas;Despido;Bajo;Doctorado;Sucursal 1;Director;27;10;115741;39;6,5611;;
31/1/2024;Analista de Datos;Ventas;Cambio de Sector;Bajo;Doctorado;Sucursal 1;Semi Senior;31;8;72978;46;6,9296;;
22/2/2024;Gerente de Proyecto;Soporte;Cambio de Sector;Alto;Licenciatura;Oficina Principal;Junior;58;3;19129;48;7,0207;;
25/3/2024;Ingeniero de Software;Consultoria;Jubilacion;Promedio;Doctorado;Remoto;Semi Senior;65;1;96172;35;2,2850;;
28/5/2024;Product Owner;Marketing;Condiciones Laborales;Alto;Tecnico;Oficina Principal;Director;39;5;41450;35;2,5512;;
9/1/2024;UI/UX Designer;Ventas;Despido;Promedio;Otros;Remoto;Semi Senior;28;6;84266;36;7,7227;;
28/2/2024;Desarrollador;Consultoria;Renuncia;Promedio;Master;Sucursal 1;Director;50;2;98262;41;9,4645;;
28/6/2024;Desarrollador;Desarrollo;Condiciones Laborales;Alto;Master;Remoto;Semi Senior;23;7;110876;45;3,1963;;
16/4/2024;Ingeniero de Software;Consultoria;Renuncia;Promedio;Otros;Oficina Principal;Semi Senior;51;2;78172;42;4,2088;;
13/6/2024;Tester;Ventas;Jubilacion;Alto;Otros;Remoto;Semi Senior;65;1;89424;44;9,0789;;
21/7/2024;Ingeniero de Software;Ventas;Renuncia;Alto;Tecnico;Remoto;Semi Senior;40;9;26447;44;9,3201;;
2/10/2024;UI/UX Designer;Ventas;Despido;Bajo;Otros;Oficina Principal;Semi Senior;51;4;23868;39;6,5549;;
28/4/2024;Gerente de Proyecto;Marketing;Renuncia;Alto;Doctorado;Sucursal 1;Lider;43;1;32117;40;5,4644;;
18/10/2024;Desarrollador;Consultoria;Falta de Oportunidades;Alto;Tecnico;Sucursal 1;Senior;65;10;100517;43;8,3113;;
7/4/2024;Desarrollador;Operaciones;Despido;Bajo;Licenciatura;Sucursal 1;Semi Senior;44;10;79444;47;6,0148;;
14/4/2024;Tester;Soporte;Despido;Alto;Master;Sucursal 1;Lider;32;2;64499;42;9,7047;;
23/10/2024;UI/UX Designer;Consultoria;Falta de Oportunidades;Promedio;Otros;Sucursal 1;Junior;57;3;93174;35;5,3057;;
14/3/2024;Analista de Datos;Marketing;Condiciones Laborales;Bajo;Doctorado;Sucursal 1;Semi Senior;31;5;61624;43;4,9032;;
23/7/2024;Desarrollador;Operaciones;Condiciones Laborales;Promedio;Master;Oficina Principal;Lider;48;8;40876;42;3,4435;;
12/9/2024;UI/UX Designer;Desarrollo;Renuncia;Bajo;Tecnico;Sucursal 1;Senior;31;1;106183;35;8,9417;;
17/3/2024;Tester;Soporte;Condiciones Laborales;Promedio;Otros;Oficina Principal;Lider;56;10;92011;45;9,4844;;
14/9/2024;Gerente de Proyecto;Ventas;Renuncia;Bajo;Otros;Sucursal 1;Director;59;6;97313;35;7,1097;;
2/2/2024;UI/UX Designer;Consultoria;Condiciones Laborales;Alto;Doctorado;Sucursal 1;Director;49;6;61035;36;9,3376;;
2/4/2024;Product Owner;Operaciones;Renuncia;Alto;Master;Remoto;Semi Senior;33;6;97028;37;7,2869;;
27/8/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Bajo;Tecnico;Oficina Principal;Senior;52;7;91878;46;2,1861;;
24/5/2024;UI/UX Designer;Recursos Humanos;Renuncia;Bajo;Doctorado;Sucursal 1;Semi Senior;59;9;30053;47;4,9664;;
14/2/2024;Gerente de Proyecto;Consultoria;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Junior;51;4;97934;39;5,4438;;
26/5/2024;Tester;Ventas;Cambio de Sector;Promedio;Master;Sucursal 1;Junior;45;7;20315;43;6,8265;;
30/11/2024;Tester;Consultoria;Jubilacion;Promedio;Otros;Remoto;Junior;65;3;39190;44;7,8305;;
17/9/2024;UI/UX Designer;Marketing;Cambio de Sector;Promedio;Doctorado;Remoto;Junior;33;10;99257;42;9,1679;;
4/2/2024;UI/UX Designer;Operaciones;Renuncia;Bajo;Otros;Oficina Principal;Junior;46;2;35319;45;9,4978;;
4/5/2024;Analista de Datos;Marketing;Cambio de Sector;Bajo;Master;Oficina Principal;Director;41;7;93093;39;8,5566;;
2/10/2024;Analista de Datos;Ventas;Despido;Bajo;Otros;Sucursal 1;Lider;51;5;108786;42;5,9847;;
7/4/2024;Ingeniero de Software;Soporte;Condiciones Laborales;Bajo;Tecnico;Remoto;Lider;54;8;92826;40;2,2998;;
17/6/2024;Ingeniero de Software;Consultoria;Falta de Oportunidades;Promedio;Master;Sucursal 1;Junior;40;6;55460;46;7,0310;;
23/3/2024;Product Owner;Soporte;Despido;Promedio;Licenciatura;Oficina Principal;Junior;63;2;37371;48;2,7035;;
22/9/2024;UI/UX Designer;Soporte;Jubilacion;Bajo;Doctorado;Remoto;Semi Senior;65;5;46094;45;1,1747;;
27/2/2024;Desarrollador;Marketing;Despido;Bajo;Master;Sucursal 1;Semi Senior;45;1;65153;47;4,3869;;
5/2/2024;Ingeniero de Software;Soporte;Despido;Alto;Licenciatura;Oficina Principal;Semi Senior;40;3;30664;47;8,3646;;
9/6/2024;Tester;Desarrollo;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Director;39;2;42212;39;2,4186;;
