Fecha,Tipo de Consulta,Segmento de Cliente,Canal de Comunicacion,Empleado Responsable,Ubicacion,Estado del Ticket,Nivel de Satisfaccion,Numero de Consultas,Tiempo de Resolucion (minutos),Numero de Seguimientos,Numero de Tickets Abiertos,Numero de Tickets Cerrados,Porcentaje de Resolucion al Primer Contacto,Numero de Escalaciones
7/1/2024,Consulta de Facturacion,Empresa,Formulario Web,EMP0012,Oficina Principal,Abierto,Muy Insatisfecho,19,61,4,0,3,69.41,1
7/1/2024,Solicitud de Devolucion,Mayorista,Correo Electronico,EMP0004,Sucursal B,Cerrado,Neutral,20,27,0,0,8,60.29,1
5/4/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0003,Oficina en Linea,Pendiente,Muy Satisfecho,17,113,3,10,2,45.38,1
1/3/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0004,Sucursal A,En Progreso,Insatisfecho,10,73,4,6,14,95.85,1
28/8/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0013,Oficina en Linea,En Progreso,Neutral,9,129,0,5,11,75.94,2
5/5/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0009,Sucursal A,Abierto,Insatisfecho,13,126,1,1,0,63.90,0
2/6/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0016,Oficina en Linea,Cerrado,Muy Satisfecho,16,43,1,10,7,56.79,0
7/4/2024,Soporte Tecnico,Empresa,Telefono,EMP0013,Oficina en Linea,Abierto,Muy Satisfecho,2,30,2,6,9,61.21,0
30/11/2024,Informacion de Promociones,Individual,Telefono,EMP0009,Oficina en Linea,Pendiente,Muy Satisfecho,4,45,0,7,4,78.41,1
12/2/2024,Soporte Tecnico,Individual,Formulario Web,EMP0019,Sucursal A,Cerrado,Insatisfecho,10,39,3,5,13,52.84,0
1/1/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0012,Sucursal B,Abierto,Insatisfecho,8,105,3,3,9,74.73,1
26/3/2024,Solicitud de Devolucion,Empresa,Redes Sociales,EMP0005,Oficina Principal,Cerrado,Muy Satisfecho,6,30,0,5,0,87.90,2
24/6/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0015,Sucursal A,En Progreso,Muy Insatisfecho,18,37,3,6,15,91.32,0
27/5/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0001,Oficina Principal,En Progreso,Muy Insatisfecho,14,72,1,5,7,53.92,2
29/3/2024,Soporte Tecnico,Empresa,Chat en Linea,EMP0013,Oficina Principal,Abierto,Neutral,13,113,1,9,2,43.64,0
21/5/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0011,Sucursal B,Pendiente,Neutral,5,17,1,0,14,93.76,2
5/6/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0019,Oficina en Linea,Pendiente,Neutral,17,1,2,7,1,59.22,0
26/10/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0009,Oficina en Linea,Cerrado,Insatisfecho,11,46,3,10,6,59.51,0
30/4/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0017,Sucursal A,Abierto,Neutral,16,3,2,4,1,44.41,0
9/3/2024,Soporte Tecnico,Mayorista,Chat en Linea,EMP0003,Oficina Principal,Pendiente,Neutral,20,131,2,6,12,79.22,2
25/7/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0001,Oficina Principal,Pendiente,Neutral,4,14,2,10,12,98.97,0
18/11/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0020,Oficina Principal,Abierto,Muy Satisfecho,14,115,2,8,14,79.46,0
18/8/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0013,Sucursal B,Cerrado,Muy Insatisfecho,16,39,4,10,3,87.64,2
29/7/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0012,Sucursal A,Pendiente,Neutral,3,120,0,0,13,84.45,0
23/8/2024,Consulta de Garantia,Distribuidor,Telefono,EMP0011,Sucursal B,Pendiente,Muy Satisfecho,10,118,0,9,12,51.39,2
2/9/2024,Informacion de Promociones,Distribuidor,Correo Electronico,EMP0018,Sucursal A,Abierto,Muy Insatisfecho,7,40,2,8,2,87.56,0
25/2/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0008,Oficina Principal,En Progreso,Muy Satisfecho,11,58,2,8,0,87.46,0
12/6/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0018,Oficina en Linea,Abierto,Satisfecho,17,30,2,7,12,98.95,0
19/6/2024,Solicitud de Devolucion,Individual,Telefono,EMP0004,Sucursal A,Pendiente,Insatisfecho,18,15,0,6,9,81.38,1
16/6/2024,Informacion de Promociones,Individual,Formulario Web,EMP0007,Oficina en Linea,En Progreso,Muy Satisfecho,16,109,2,9,4,61.36,0
27/4/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0009,Oficina Principal,Cerrado,Neutral,12,31,4,3,5,89.71,0
19/7/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0005,Sucursal A,En Progreso,Muy Satisfecho,2,43,0,8,7,59.45,0
17/3/2024,Consulta de Garantia,Empresa,Formulario Web,EMP0020,Sucursal A,Cerrado,Muy Satisfecho,20,110,2,0,9,68.46,1
21/4/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0014,Sucursal A,En Progreso,Satisfecho,19,50,4,5,9,61.57,0
3/11/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0019,Sucursal A,Pendiente,Muy Insatisfecho,7,25,4,7,9,53.34,1
10/1/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0009,Sucursal B,Cerrado,Satisfecho,18,49,1,4,11,45.36,2
17/1/2024,Solicitud de Devolucion,Distribuidor,Chat en Linea,EMP0012,Oficina en Linea,En Progreso,Neutral,4,35,3,4,2,81.81,0
26/11/2024,Reclamacion de Envio,Mayorista,Correo Electronico,EMP0020,Sucursal B,Cerrado,Muy Satisfecho,8,29,2,9,7,53.94,2
19/11/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0009,Sucursal B,Pendiente,Muy Satisfecho,9,39,3,1,0,68.00,2
13/6/2024,Consulta de Garantia,Individual,Formulario Web,EMP0001,Oficina en Linea,Abierto,Satisfecho,15,36,3,0,7,71.80,0
24/9/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0012,Sucursal B,Pendiente,Muy Satisfecho,19,45,1,2,6,96.52,2
2/5/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0017,Oficina Principal,En Progreso,Satisfecho,7,33,3,4,13,69.00,0
7/4/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0018,Oficina en Linea,En Progreso,Neutral,9,116,4,7,15,49.06,2
5/9/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0004,Oficina en Linea,En Progreso,Muy Satisfecho,8,21,3,4,10,49.45,0
13/5/2024,Consulta de Garantia,Empresa,Telefono,EMP0006,Oficina Principal,En Progreso,Satisfecho,19,24,1,5,1,87.89,2
22/2/2024,Solicitud de Devolucion,Distribuidor,Redes Sociales,EMP0010,Oficina en Linea,Abierto,Insatisfecho,18,66,3,10,5,95.99,0
21/7/2024,Solicitud de Devolucion,Individual,Chat en Linea,EMP0014,Sucursal A,Cerrado,Neutral,19,97,1,3,11,43.69,2
2/6/2024,Informacion de Promociones,Distribuidor,Telefono,EMP0014,Oficina Principal,Abierto,Muy Insatisfecho,4,81,3,7,0,73.93,2
28/9/2024,Consulta de Facturacion,Distribuidor,Chat en Linea,EMP0016,Oficina Principal,Pendiente,Insatisfecho,1,87,0,4,15,65.10,2
30/7/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0003,Oficina Principal,Pendiente,Muy Satisfecho,6,84,1,8,15,43.30,0
24/7/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0017,Sucursal A,Abierto,Neutral,12,59,0,3,10,61.51,0
26/9/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0019,Sucursal A,En Progreso,Muy Insatisfecho,15,74,1,8,10,53.81,0
24/4/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0013,Sucursal A,Cerrado,Insatisfecho,13,62,2,9,14,87.18,0
26/5/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0016,Sucursal B,En Progreso,Muy Satisfecho,1,85,1,4,15,51.92,1
4/2/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0019,Oficina Principal,En Progreso,Satisfecho,16,90,2,9,1,70.67,0
27/1/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0018,Sucursal B,Pendiente,Muy Satisfecho,10,42,4,8,15,91.61,1
27/12/2024,Soporte Tecnico,Distribuidor,Chat en Linea,EMP0006,Sucursal B,Pendiente,Neutral,17,85,0,5,11,76.15,2
23/1/2024,Problema de Producto,Mayorista,Formulario Web,EMP0004,Sucursal B,En Progreso,Muy Satisfecho,8,31,1,3,4,98.66,1
12/4/2024,Problema de Producto,Empresa,Formulario Web,EMP0019,Sucursal A,Pendiente,Satisfecho,1,4,4,1,14,98.39,2
5/5/2024,Problema de Producto,Individual,Telefono,EMP0004,Sucursal A,Cerrado,Muy Satisfecho,16,25,2,0,13,65.79,0
20/1/2024,Consulta de Garantia,Mayorista,Telefono,EMP0010,Sucursal B,En Progreso,Satisfecho,3,72,0,8,15,90.90,0
13/11/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0020,Sucursal A,Abierto,Neutral,7,20,0,3,11,83.82,2
13/5/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0008,Oficina Principal,Pendiente,Muy Satisfecho,14,13,1,3,4,70.71,2
10/11/2024,Soporte Tecnico,Mayorista,Telefono,EMP0011,Oficina Principal,Cerrado,Muy Insatisfecho,6,135,0,3,3,93.12,0
8/11/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0010,Sucursal B,Abierto,Insatisfecho,17,26,2,8,7,72.11,1
6/5/2024,Reclamacion de Envio,Individual,Telefono,EMP0018,Oficina Principal,Abierto,Muy Insatisfecho,1,59,3,2,10,85.63,0
19/6/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0001,Oficina Principal,Cerrado,Neutral,12,57,3,6,10,62.34,0
29/2/2024,Consulta de Garantia,Individual,Telefono,EMP0009,Sucursal A,Pendiente,Muy Satisfecho,6,67,2,4,2,46.55,0
14/3/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0009,Oficina en Linea,Abierto,Muy Insatisfecho,8,94,4,0,15,76.61,0
28/9/2024,Problema de Producto,Empresa,Chat en Linea,EMP0003,Sucursal B,Abierto,Insatisfecho,10,108,1,2,15,48.51,0
30/6/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0001,Oficina en Linea,Pendiente,Neutral,8,111,0,10,14,50.41,0
4/6/2024,Problema de Producto,Empresa,Telefono,EMP0012,Sucursal B,Pendiente,Insatisfecho,5,20,2,3,8,95.53,0
14/1/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0017,Sucursal A,Cerrado,Muy Satisfecho,20,118,1,8,8,50.47,1
3/7/2024,Reclamacion de Envio,Mayorista,Correo Electronico,EMP0002,Oficina en Linea,En Progreso,Muy Satisfecho,2,107,4,7,10,95.69,1
27/3/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0005,Sucursal B,Cerrado,Satisfecho,15,33,4,1,5,62.06,2
8/3/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0003,Sucursal B,Abierto,Muy Satisfecho,11,46,4,0,15,46.55,2
11/1/2024,Problema de Producto,Individual,Chat en Linea,EMP0003,Oficina Principal,Pendiente,Neutral,11,110,4,1,11,55.34,2
29/9/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0010,Oficina Principal,Pendiente,Muy Satisfecho,12,51,4,10,5,82.82,1
1/2/2024,Solicitud de Devolucion,Empresa,Formulario Web,EMP0018,Oficina Principal,En Progreso,Satisfecho,15,5,4,2,8,69.04,2
26/6/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0009,Sucursal B,Abierto,Satisfecho,6,99,2,9,12,96.55,0
10/5/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0001,Oficina en Linea,Cerrado,Muy Insatisfecho,7,51,4,3,2,89.26,2
5/2/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0005,Oficina Principal,Pendiente,Neutral,20,77,2,8,11,89.93,0
28/4/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0020,Sucursal B,En Progreso,Muy Insatisfecho,8,79,4,6,6,71.14,0
14/3/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0009,Sucursal B,Pendiente,Neutral,8,65,4,4,6,74.43,0
10/8/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0017,Oficina en Linea,Cerrado,Muy Satisfecho,4,23,4,3,15,86.13,0
11/9/2024,Problema de Producto,Mayorista,Telefono,EMP0018,Sucursal B,Cerrado,Neutral,9,64,1,7,9,91.75,1
17/4/2024,Soporte Tecnico,Empresa,Telefono,EMP0016,Sucursal B,Pendiente,Muy Insatisfecho,15,96,1,5,1,80.67,0
7/7/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0020,Sucursal A,Abierto,Satisfecho,13,77,0,9,0,45.46,1
26/9/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0019,Oficina Principal,Abierto,Neutral,5,52,4,9,9,63.74,0
28/2/2024,Problema de Producto,Empresa,Chat en Linea,EMP0001,Oficina Principal,Abierto,Neutral,7,78,4,6,0,73.75,2
19/11/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0001,Sucursal B,En Progreso,Neutral,18,97,1,3,13,49.97,0
7/11/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0006,Oficina en Linea,Cerrado,Muy Insatisfecho,16,67,1,9,3,80.86,2
14/9/2024,Soporte Tecnico,Mayorista,Formulario Web,EMP0018,Sucursal B,Abierto,Insatisfecho,1,37,4,6,9,77.17,2
7/4/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0011,Sucursal A,En Progreso,Muy Insatisfecho,4,46,4,6,10,76.75,1
26/9/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0016,Oficina en Linea,Cerrado,Insatisfecho,11,15,4,0,13,89.54,1
23/2/2024,Consulta de Facturacion,Individual,Formulario Web,EMP0015,Sucursal A,Abierto,Muy Satisfecho,14,111,2,6,5,46.34,1
11/1/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0013,Sucursal B,Cerrado,Neutral,11,85,2,4,4,63.65,1
6/2/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0007,Oficina en Linea,En Progreso,Insatisfecho,14,21,0,5,13,97.02,1
27/7/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0012,Sucursal A,Abierto,Muy Insatisfecho,4,80,0,6,12,64.93,0
21/3/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0010,Sucursal A,Abierto,Insatisfecho,18,70,3,9,7,95.01,2
9/1/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0019,Oficina Principal,En Progreso,Neutral,4,104,0,6,1,41.58,1
28/12/2024,Reclamacion de Envio,Mayorista,Correo Electronico,EMP0006,Sucursal B,Pendiente,Neutral,13,5,0,4,15,87.51,1
24/6/2024,Consulta de Garantia,Mayorista,Telefono,EMP0014,Sucursal A,Abierto,Muy Insatisfecho,1,42,2,6,6,97.79,2
13/9/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0011,Oficina en Linea,Cerrado,Insatisfecho,5,56,3,1,7,43.50,1
29/9/2024,Solicitud de Devolucion,Individual,Telefono,EMP0001,Sucursal B,Pendiente,Insatisfecho,6,128,2,3,1,88.94,1
25/8/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0019,Oficina Principal,Cerrado,Muy Insatisfecho,9,74,3,3,12,77.82,0
7/11/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0020,Sucursal A,Cerrado,Neutral,1,35,3,10,3,92.27,1
18/5/2024,Problema de Producto,Empresa,Redes Sociales,EMP0015,Sucursal B,Cerrado,Muy Satisfecho,8,57,3,9,3,69.07,0
29/12/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0004,Sucursal B,En Progreso,Muy Satisfecho,10,26,2,3,10,98.43,0
18/1/2024,Soporte Tecnico,Empresa,Formulario Web,EMP0010,Sucursal B,Cerrado,Muy Satisfecho,14,74,0,5,9,69.14,1
3/2/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0009,Oficina Principal,Pendiente,Muy Insatisfecho,1,88,2,3,1,67.80,2
28/10/2024,Soporte Tecnico,Individual,Formulario Web,EMP0012,Sucursal B,Cerrado,Insatisfecho,17,27,0,5,7,51.74,2
25/9/2024,Problema de Producto,Empresa,Telefono,EMP0016,Oficina en Linea,Abierto,Muy Satisfecho,11,65,3,1,9,43.00,2
13/5/2024,Problema de Producto,Mayorista,Formulario Web,EMP0018,Sucursal B,En Progreso,Muy Insatisfecho,18,54,0,7,0,64.48,2
16/11/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0002,Oficina Principal,Abierto,Muy Insatisfecho,14,72,2,2,5,57.65,1
28/11/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0005,Sucursal A,Abierto,Muy Insatisfecho,17,104,0,2,11,53.79,2
11/11/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0013,Oficina en Linea,En Progreso,Muy Satisfecho,7,114,1,7,5,66.10,2
1/11/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0019,Sucursal A,Abierto,Insatisfecho,4,67,1,8,12,54.42,1
9/1/2024,Reclamacion de Envio,Mayorista,Correo Electronico,EMP0014,Sucursal A,Pendiente,Satisfecho,3,101,2,4,14,64.89,2
24/1/2024,Soporte Tecnico,Empresa,Telefono,EMP0012,Oficina en Linea,Abierto,Muy Satisfecho,2,4,1,2,4,94.45,0
13/6/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0003,Sucursal A,Cerrado,Satisfecho,2,44,4,10,12,76.12,1
24/10/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0016,Oficina Principal,En Progreso,Insatisfecho,9,127,4,9,10,87.82,1
24/8/2024,Reclamacion de Envio,Individual,Correo Electronico,EMP0013,Sucursal B,En Progreso,Muy Insatisfecho,18,89,0,10,2,54.89,2
10/7/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0013,Oficina en Linea,Cerrado,Insatisfecho,1,97,1,2,9,51.46,0
11/11/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0017,Oficina en Linea,Abierto,Satisfecho,8,131,1,9,6,59.06,0
24/9/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0016,Sucursal A,Abierto,Neutral,4,71,4,0,2,53.69,2
30/6/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0019,Sucursal A,En Progreso,Insatisfecho,12,35,1,9,5,91.09,2
21/9/2024,Problema de Producto,Distribuidor,Formulario Web,EMP0016,Oficina Principal,En Progreso,Insatisfecho,10,81,4,5,2,44.37,0
13/4/2024,Consulta de Facturacion,Individual,Chat en Linea,EMP0010,Oficina Principal,Pendiente,Muy Satisfecho,11,132,1,8,13,57.68,1
26/11/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0018,Oficina Principal,Pendiente,Muy Insatisfecho,9,52,4,0,4,67.93,0
28/11/2024,Consulta de Facturacion,Empresa,Formulario Web,EMP0016,Oficina en Linea,Abierto,Muy Insatisfecho,7,113,4,4,15,61.08,0
11/12/2024,Problema de Producto,Empresa,Chat en Linea,EMP0006,Oficina en Linea,Cerrado,Satisfecho,12,35,2,4,10,51.35,2
23/4/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0012,Oficina Principal,Pendiente,Insatisfecho,15,46,2,0,4,83.02,1
2/10/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0011,Oficina en Linea,Abierto,Neutral,5,54,4,10,12,87.00,0
29/8/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0020,Oficina en Linea,Pendiente,Satisfecho,7,92,0,8,1,98.62,0
28/5/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0007,Oficina en Linea,Abierto,Satisfecho,13,102,1,3,1,77.49,2
21/5/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0001,Sucursal B,Abierto,Muy Satisfecho,9,8,4,10,6,49.66,0
21/11/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0015,Sucursal A,En Progreso,Muy Insatisfecho,8,109,4,6,7,94.75,2
30/7/2024,Soporte Tecnico,Individual,Formulario Web,EMP0015,Oficina en Linea,Pendiente,Satisfecho,1,83,0,1,14,70.28,2
19/10/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0002,Sucursal A,Pendiente,Muy Insatisfecho,2,118,3,9,11,45.89,0
22/6/2024,Soporte Tecnico,Empresa,Redes Sociales,EMP0007,Sucursal A,Cerrado,Neutral,15,96,1,2,4,90.65,0
1/3/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0017,Oficina Principal,Abierto,Satisfecho,19,27,4,6,14,53.35,0
22/4/2024,Consulta de Facturacion,Empresa,Chat en Linea,EMP0020,Sucursal B,Pendiente,Muy Insatisfecho,6,94,2,10,12,50.98,2
17/10/2024,Soporte Tecnico,Individual,Telefono,EMP0010,Sucursal B,Cerrado,Muy Insatisfecho,2,7,4,1,3,97.26,1
17/8/2024,Problema de Producto,Empresa,Formulario Web,EMP0001,Sucursal B,Abierto,Neutral,9,33,1,7,5,51.59,0
12/3/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0008,Sucursal B,Pendiente,Satisfecho,6,82,2,3,2,47.21,0
28/2/2024,Reclamacion de Envio,Individual,Correo Electronico,EMP0016,Sucursal A,Abierto,Muy Insatisfecho,2,57,4,1,11,62.88,1
2/11/2024,Problema de Producto,Distribuidor,Correo Electronico,EMP0004,Sucursal A,Pendiente,Muy Insatisfecho,1,12,0,9,13,74.20,0
9/11/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0004,Oficina Principal,Abierto,Muy Insatisfecho,16,30,3,8,15,94.53,0
14/10/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0016,Oficina en Linea,Pendiente,Muy Insatisfecho,6,120,1,6,11,76.45,2
2/2/2024,Reclamacion de Envio,Individual,Correo Electronico,EMP0007,Oficina en Linea,En Progreso,Muy Insatisfecho,12,11,0,9,11,73.79,0
12/7/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0009,Sucursal B,Pendiente,Insatisfecho,1,97,3,7,8,91.13,0
28/8/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0008,Oficina Principal,En Progreso,Muy Satisfecho,7,71,4,2,9,81.16,2
3/9/2024,Reclamacion de Envio,Distribuidor,Chat en Linea,EMP0018,Oficina Principal,Cerrado,Satisfecho,12,16,1,0,3,84.29,2
28/1/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0018,Oficina Principal,Abierto,Satisfecho,6,71,2,2,10,55.07,0
11/2/2024,Problema de Producto,Mayorista,Formulario Web,EMP0020,Oficina Principal,Abierto,Muy Insatisfecho,1,40,3,2,9,74.70,2
21/6/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0014,Oficina Principal,Abierto,Muy Satisfecho,20,111,3,7,7,96.40,0
12/10/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0006,Oficina en Linea,Pendiente,Muy Satisfecho,16,126,3,7,0,82.29,0
11/9/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0016,Oficina Principal,En Progreso,Neutral,15,89,3,4,4,90.90,2
12/4/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0001,Oficina en Linea,Cerrado,Satisfecho,15,92,4,7,3,95.78,0
4/2/2024,Problema de Producto,Empresa,Correo Electronico,EMP0002,Sucursal A,Abierto,Muy Satisfecho,13,73,4,5,14,68.46,2
29/6/2024,Reclamacion de Envio,Individual,Telefono,EMP0011,Oficina en Linea,Pendiente,Muy Satisfecho,7,33,3,0,6,46.65,1
11/10/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0008,Sucursal A,En Progreso,Muy Satisfecho,10,59,1,8,14,46.32,1
28/2/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0006,Oficina en Linea,Cerrado,Neutral,5,119,4,5,3,75.31,2
28/12/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0011,Sucursal B,En Progreso,Neutral,17,135,1,8,2,55.35,2
3/4/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0017,Sucursal A,Pendiente,Satisfecho,14,30,3,0,9,56.79,2
5/4/2024,Informacion de Promociones,Individual,Telefono,EMP0002,Sucursal B,Abierto,Insatisfecho,4,50,0,2,15,65.34,1
24/2/2024,Reclamacion de Envio,Individual,Formulario Web,EMP0012,Oficina en Linea,Cerrado,Muy Insatisfecho,8,28,3,7,15,71.50,2
10/11/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0018,Sucursal B,Cerrado,Muy Insatisfecho,18,45,3,6,13,77.06,0
29/4/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0020,Sucursal B,Abierto,Muy Satisfecho,7,104,3,2,14,94.43,1
13/3/2024,Solicitud de Devolucion,Empresa,Redes Sociales,EMP0004,Oficina en Linea,Pendiente,Muy Insatisfecho,3,11,3,1,0,44.33,2
29/6/2024,Consulta de Garantia,Individual,Chat en Linea,EMP0007,Oficina Principal,Abierto,Insatisfecho,3,50,4,0,2,83.04,1
28/6/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0010,Sucursal B,En Progreso,Muy Satisfecho,18,53,4,6,12,45.25,1
1/10/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0004,Sucursal A,Pendiente,Muy Satisfecho,12,134,4,1,0,81.01,2
3/4/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0019,Sucursal B,En Progreso,Muy Satisfecho,12,47,0,5,2,71.42,2
17/9/2024,Informacion de Promociones,Individual,Correo Electronico,EMP0011,Sucursal B,Pendiente,Satisfecho,4,14,4,9,12,82.35,0
3/1/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0018,Oficina Principal,Abierto,Insatisfecho,11,113,2,6,0,96.56,2
26/8/2024,Problema de Producto,Distribuidor,Telefono,EMP0015,Sucursal A,Abierto,Muy Satisfecho,20,88,0,8,11,44.24,2
16/10/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0008,Oficina en Linea,Pendiente,Neutral,18,47,0,8,7,80.84,2
